,46223,Vänersborg
Sundsgatan 11,46233,Vänersborg
Edsgatan 20,46233,Vänersborg
Edsgatan 20,46233,Vänersborg
Edsgatan 9,46234,Vänersborg
Göteborgsvägen 24,46330,Lilla Edet
Köpmantorget 1,46431,Mellerud
Storgatan 29,46530,Nossebro
Gräfsnäsvägen 3,46630,Sollebrunn
Storgatan 3,46730,Grästorp
Magasinsgatan 6,47121,Skärhamn
,47323,HENÅN
Hamntorget,47334,Henån
,50134,GÄVLE
Österlånggatan 5,50306,Borås
Allégatan 20,50309,Borås
Allégatan 30,50314,Borås
Torggatan 19,50315,Borås
Lilla Brogatan 18,50335,Borås
Värmlandsgatan 32,50437,Borås
Ekenäsgatan 15 plan 9,50455,Borås
Klockaregatan 3,51154,Kinna
Boråsvägen 34,51154,Kinna
Torget,51224,Svenljunga
,51321,FRISTAD
,51321,Fristad
Torget,51321,Fristad
Torget,51321,Fristad
Öreliden 14,51350,Sparsör
Storg. 16,51433,Tranemo
Landbogatan 3,52142,Falköping
Storgatan 7,52142,Falköping
Landsbogatan 3,52142,Falköping
Landsbogatan 3,52142,Falköping
Landsbogatan 3,52142,Falköping
Landsbogatan 3,52142,Falköping
St Olofsgatan 1,52143,Falköping
,52223,Tidaholm
,52223,Tidaholm
Västra Drottningvägen 1,52230,Tidaholm
Storgatan 22,52330,Ulricehamn
Storgatan 4,52330,Ulricehamn
,53102,LIDKÖPING
Skaragatan 19,53102,Lidköping
SVEAGATAN 10,53131,LIDKÖPING
Nya stadens torg 10,53131,Lidköping
Sveagatan 10,53131,Lidköping
ESPLANADEN 40,53150,LIDKÖPING
Hagalundsgatan 6,53152,Lidköping
Järnvägsgatan 12,53230,Skara
